"","kdagur","nuvirdi","teg_eign","svfn","aldur","fjmib","lyfta","ummal","ibm2","fjhaed","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","stig10","bilskurm2","svalm2","geymm2","matssvaedi","undirmatssvaedi","ibteg"
"23743",1060,10.4624745714091,"Ibudareign","Hfj",11,"1","1",52.5,4.61412992735956,"1","1","1","1","1","2","1",10,0,151,2.21920348405499,"600","0","2"
"23744",1031,10.0698490897514,"Ibudareign","Rvk",30,"1","0",82,4.4042772436087,"1","1","0","1","1","1","1",10,0,20,-1.8,"120","0","2"
"23745",1031,10.8585950698419,"Einbylishus","Hfj",14,"1","0",70,5.04342511691925,"1","1","1","2","1","3","1",10,40.9,1,2.17475172148416,"630","0","1"
"23746",1032,10.2852404006845,"Ibudareign","Hfj",27,"1","0",164.5,4.61907309115708,"2","2","1","2","1","4","1",10,0,23,1.7227665977411,"650","0","2"
"23747",1027,10.4557621742147,"Ibudareign","Kop",11,"1","1",165.4,4.5798523780038,"1","1","1","1","1","2","1",10,0,595,2.19722457733622,"351","0","2"
"23748",1031,10.2921455423279,"Ibudareign","Rvk",69,"1","0",52.9,4.53259949315326,"1","1","0","1","1","2","1",10,0,1,-1.8,"90","0","2"
"23749",1028,10.2391737660364,"Ibudareign","Hfj",21,"1","0",55,4.37449836825309,"1","1","0","1","1","2","1",10,0,1,-1.8,"650","0","2"
"23750",1027,10.6387838466042,"Ibudareign","Hfj",13,"1","1",156.2,4.76813901426623,"1","1","1","1","1","2","1",10,29.6,28,2.09186406167839,"600","0","2"
"23751",1027,10.8472767131121,"Parhus","Hfj",26,"1","0",46.4,5.37943641783283,"2","1","1","2","1","3","2",10,24.4,1,-1.8,"650","0","1"
"23752",1035,10.5177538502426,"Ibudareign","Kop",17,"1","1",202.9,4.748404354074,"1","1","1","1","1","3","1",10,0,646,2.53369681395743,"340","0","2"
"23753",1028,11.1094433893528,"Ibudareign","Rvk",14,"1","1",68.2,4.84890037091069,"1","1","1","2","1","3","1",10,0,169,2.74727091425549,"20","52","2"
"23754",1026,10.6567886559158,"Ibudareign","Rvk",58,"1","0",49.3,4.8023803552758,"1","1","0","1","1","4","1",10,0,639,-1.8,"100","0","2"
"23755",1024,10.0597217745668,"Ibudareign","Rvk",79,"1","0",45,4.03600898520914,"1","0","1","1","1","2","1",10,0,267,-1.8,"90","12","2"
"23756",1031,10.2668451179387,"Ibudareign","Rvk",26,"1","0",150,4.62399194022868,"1","0","1","1","1","3","1",10,0,580,1.6094379124341,"130","0","2"
"23757",1027,10.6436137342901,"Ibudareign","Grb",5,"1","0",76.4,4.63666885304746,"1","0","1","1","1","2","1",10,0,79,2.51769647261099,"511","0","2"
"23758",1032,10.1260309237783,"Ibudareign","Kop",16,"1","1",122.8,4.26408733680919,"1","1","0","1","1","1","1",10,0,575,1.93152141160321,"340","0","2"
"23759",1024,10.3351076181211,"Ibudareign","Rvk",74,"1","0",71.1,4.48751214251986,"1","0","1","1","1","2","1",10,0,278,-1.8,"90","12","2"
"23760",1027,10.5590367026808,"Ibudareign","Kop",4,"1","0",345,4.65205377188694,"1","0","1","1","1","3","1",10,0,685,2.52572864430826,"340","0","2"
"23761",1027,10.2255710517052,"Ibudareign","Rvk",42,"1","0",47.7,4.11251186617755,"1","1","0","1","1","2","1",10,0,632,1.79175946922805,"11","0","2"
"23762",1027,10.7761398273805,"Einbylishus","Mos",39,"1","0",68.8,5.05177723742743,"1","1","1","1","1","4","2",10,32.8,1,-1.8,"800","0","1"
"23763",1026,10.2474672517903,"Ibudareign","Hfj",28,"1","0",55.3,4.47619980469113,"1","1","1","1","1","2","1",10,0,96,-1.8,"600","0","2"
"23764",1028,10.9944036345698,"Einbylishus","Hfj",22,"1","0",45.2,5.21602212382121,"2","1","1","1","1","5","1",10,43.3,1,-1.8,"650","0","1"
"23765",1025,10.5928274947531,"Radhus","Rvk",26,"1","0",49.6,4.78998862298063,"1","1","1","1","1","3","2",10,17.5,1,-1.8,"130","0","1"
"23766",1025,11.1431363333145,"Einbylishus","Grb",27,"1","0",45.9,5.26888855585722,"2","1","1","2","1","6","1",10,36.7,119,-1.8,"500","0","1"
"23767",1027,11.0897901543312,"Ibudareign","Rvk",4,"1","1",82.3,4.41642806139121,"1","1","0","1","1","2","1",10,0,691,1.96009478404727,"20","52","2"
"23768",1028,10.5039436205389,"Ibudareign","Kop",21,"1","1",105.2,4.50313746042294,"1","1","1","1","2","2","1",10,0,44,1.62924053973028,"330","0","2"
"23769",1027,9.9327550502167,"Ibudareign","Rvk",42,"1","0",65.4,4.12228393091134,"1","1","0","1","1","1","1",10,0,1,1.50407739677627,"150","14","1"
"23770",1024,10.6903527369698,"Einbylishus","Rvk",63,"1","0",38.4,5.09067800176979,"3","1","0","1","1","4","2",10,0,1,-1.8,"281","0","1"
"23771",1021,10.0888046183099,"Ibudareign","Kop",39,"1","0",60.8,4.46475803227135,"1","1","0","1","1","2","1",10,0,691,-1.8,"320","62","2"
"23772",1049,10.403444323737,"Ibudareign","Rvk",114,"1","0",67.8,4.3502779363593,"1","1","1","1","1","2","2",10,0,1,1.06471073699243,"20","0","2"
"23773",1039,10.0855174001204,"Ibudareign","Kop",29,"1","0",66.4,4.3502779363593,"1","1","0","1","1","2","1",10,0,524,-1.8,"330","0","2"
"23774",1026,10.6265575467473,"Ibudareign","Rvk",4,"1","1",96,4.73092139129365,"1","0","1","1","1","3","1",10,0,1,2.18605127673809,"181","0","2"
"23775",1040,10.5379722475307,"Ibudareign","Kop",14,"1","0",67.7,4.81137101657199,"1","1","0","1","1","4","1",10,0,1,1.97408102602201,"350","0","2"
"23776",1025,10.9116279380402,"Einbylishus","Hfj",33,"1","0",67.9,5.07329705522097,"1","1","1","2","1","3","1",10,48.8,1,-1.8,"650","0","1"
"23782",1024,10.21042062958,"Ibudareign","Rvk",70,"1","0",50.8,4.15888308335967,"1","1","0","1","1","2","1",10,0,466,-1.8,"100","0","2"
"23783",1024,10.9756189639546,"Einbylishus","Hfj",26,"1","0",48,5.10897119481712,"2","1","0","2","1","4","2",10,42,242,-1.8,"650","0","1"
"23785",1034,10.1837295158902,"Ibudareign","Rvk",13,"1","0",146,4.2570301444992,"1","0","1","1","1","1","1",10,0,1,-1.8,"110","0","2"
"23786",1027,10.1996213086777,"Ibudareign","Rvk",39,"1","0",86.1,4.57471097850338,"1","1","0","1","1","2","1",10,0,1,1.84054963339749,"160","0","2"
"23787",1025,10.5058617446542,"Ibudareign","Grb",3,"1","1",257.4,4.2312037449393,"1","0","1","1","1","1","1",10,0,676,1.93152141160321,"500","59","2"
"23788",1025,9.50151633368222,"Ibudareign","Rvk",46,"1","0",58,3.19867311755068,"1","0","1","1","1","0","1",10,0,1,-1.8,"280","0","2"
"23789",1026,10.2343727822886,"Ibudareign","Kop",22,"1","0",52.2,4.39444915467244,"1","1","0","1","1","2","1",10,0,559,1.7227665977411,"330","0","2"
"23793",1060,10.8158907376831,"Parhus","Grb",28,"1","0",42.8,4.99721227376411,"2","1","1","2","1","3","1",10,30.6,274,-1.8,"500","0","1"
"23794",1040,10.3874865382984,"Ibudareign","Rvk",67,"1","0",30.8,4.55597994179732,"2","1","0","1","1","3","1",10,0,1,-1.8,"284","0","1"
"23795",1027,10.5710604819766,"Ibudareign","Mos",10,"1","1",245,4.97397130972466,"1","1","1","1","1","2","1",10,0,1,2.41591377830105,"810","0","2"
"23796",1034,10.2389950382205,"Ibudareign","Hfj",26,"1","1",178.5,4.41037110768302,"1","1","0","1","1","2","1",10,0,1,-1.8,"600","0","2"
"23797",1035,10.51661702511,"Ibudareign","Rvk",89,"1","0",39,4.42484663185681,"1","0","1","1","1","2","2",10,0,1,2.81540871942271,"25","0","2"
"23799",1028,9.99752419446251,"Ibudareign","Rvk",69,"1","0",36.1,3.9926809084456,"1","1","0","1","1","2","1",10,0,1,0.0953101798043249,"90","12","2"
"23800",1020,10.5263732000554,"Ibudareign","Rvk",55,"1","0",65,4.8023803552758,"2","1","1","1","1","4","1",10,0,212,2.05412373369555,"91","0","2"
"23801",1024,10.2444852480896,"Ibudareign","Rvk",20,"1","0",72.5,4.55807857845424,"1","0","1","1","1","2","1",10,0,1,1.48160454092422,"140","0","2"
"23802",1024,10.7001836087246,"Ibudareign","Rvk",46,"1","0",47,5.24702407216049,"2","1","1","2","1","4","1",10,0,646,1.75785791755237,"25","0","2"
"23803",1028,10.4908852529125,"Ibudareign","Rvk",88,"1","0",29,4.3554259528767,"1","1","1","1","1","1","2",10,0,1,2.70805020110221,"25","0","2"
"23805",1032,9.93173481547423,"Ibudareign","Kop",46,"1","0",65.1,4.37197629882038,"1","1","0","1","1","2","1",10,0,492,-1.8,"320","0","2"
"23806",1032,10.1055708861187,"Ibudareign","Rvk",46,"1","0",51,4.53367418428302,"1","1","0","1","1","3","1",10,0,1,1.90210752639692,"161","0","2"
"23807",1020,10.5692892297006,"Ibudareign","Kop",13,"1","0",118.6,4.78164132910387,"1","0","1","1","1","3","1",10,0,1,-1.8,"350","0","2"
"23808",1021,10.6364802510182,"Ibudareign","Grb",11,"1","1",357.7,4.765586907394,"1","1","1","1","1","2","1",10,0,667,2.37954613413017,"510","49","2"
"23809",1031,10.7072364894239,"Ibudareign","Grb",14,"1","1",112,4.71492104994721,"1","1","0","1","1","2","1",10,0,492,1.91692261218206,"510","49","2"
"23810",1031,11.0281411374078,"Einbylishus","Grb",53,"1","0",57.1,4.95229971708329,"1","1","0","2","1","4","2",10,38,1,-1.8,"560","0","1"
"23811",1024,10.5302278008985,"Ibudareign","Rvk",34,"1","1",138.5,4.30676415017333,"1","1","0","1","1","1","1",10,0,362,-1.8,"20","0","2"
"23812",1024,9.96763537235988,"Ibudareign","Rvk",66,"1","0",35.2,4.13356527537538,"1","0","1","1","1","1","1",10,0,1,-1.8,"284","0","1"
"23813",1021,10.641249525855,"Ibudareign","Kop",4,"1","0",115.5,4.83786795010711,"1","1","1","1","1","3","1",9.6,0,304,2.11625551480255,"351","0","2"
"23814",1026,10.7348737773198,"Einbylishus","Grb",35,"1","0",68.3,5.22251565313175,"1","1","1","1","1","3","2",10,50,1,-1.8,"700","0","1"
"23815",1027,10.7259510045661,"Ibudareign","Hfj",8,"1","1",160,4.78998862298063,"1","1","1","2","1","2","1",10,0,683,2.70805020110221,"600","18","2"
"23816",1028,10.4627032604502,"Ibudareign","Rvk",58,"1","0",172,4.59309760475382,"1","1","0","1","1","3","1",10,0,559,1.6094379124341,"100","0","2"
"23817",1021,10.6395744835873,"Ibudareign","Rvk",15,"1","1",479.1,4.55282370561588,"1","1","0","1","1","2","1",10,0,60,1.50407739677627,"80","50","2"
"23818",1020,10.1647743136284,"Ibudareign","Rvk",31,"1","1",100.8,4.36944785246702,"1","1","0","1","1","2","1",10,0,649,-1.8,"120","0","2"
"23819",1031,9.94189062381907,"Ibudareign","Rvk",23,"1","0",76.8,3.97781074596615,"1","0","1","1","1","3","1",10,0,1,1.91692261218206,"130","0","2"
"23820",1031,9.76255742810192,"Ibudareign","Rvk",51,"1","0",66,3.62167070442049,"1","1","1","1","1","1","1",10,0,1,2.11625551480255,"100","1","2"
"23821",1045,10.0189122539515,"Ibudareign","Rvk",33,"1","0",60.5,4.18357569595004,"1","0","1","1","1","1","1",10,0,1,-1.8,"220","0","2"
"23822",1021,10.2027028608016,"Ibudareign","Rvk",23,"1","0",62.1,4.56226268497681,"1","1","0","1","1","4","1",10,0,615,1.91692261218206,"130","0","2"
"23823",1018,10.2571680174945,"Ibudareign","Kop",30,"1","0",66.4,4.45085282560373,"1","1","0","1","1","2","1",10,0,524,-1.8,"330","0","2"
"23824",1021,10.5121111680254,"Ibudareign","Kop",4,"1","0",345,4.50534985070588,"1","0","1","1","1","2","1",10,0,673,3.16124671203156,"340","0","2"
"23825",1020,10.6434944637486,"Radhus","Grb",37,"1","0",36.8,4.65871095291612,"2","1","0","1","1","3","2",10,30.8,1,-1.8,"500","0","1"
"23826",1020,10.1719485785408,"Ibudareign","Rvk",35,"1","0",66,4.17284762371004,"1","1","1","1","1","1","1",10,23.2,127,2.06686275947298,"220","0","2"
"23827",1021,9.64736874454047,"Ibudareign","Hfj",64,"1","0",38.5,3.96271611974366,"1","0","1","1","1","1","1",10,0,1,-1.8,"600","0","2"
"23828",1024,10.5576859829575,"Ibudareign","Kop",49,"1","0",50.6,4.71581670607516,"1","1","0","1","1","4","1",10,28,506,-1.8,"320","0","2"
"23829",1024,9.39207842523172,"Ibudareign","Rvk",46,"1","0",58,3.18635263316264,"1","0","1","1","1","1","0",10,0,1,-1.8,"280","0","2"
"23830",1021,10.1599885075043,"Ibudareign","Hfj",3,"1","0",117.4,4.33859707674655,"1","0","1","1","1","2","1",10,0,683,1.19392246847243,"630","0","2"
"23831",1024,10.632942554049,"Radhus","Hfj",44,"1","0",38.2,5.00327493968996,"2","1","1","2","1","4","2",10,38.4,615,-1.8,"600","0","1"
"23832",1026,10.4715249220532,"Ibudareign","Kop",12,"1","1",165.3,4.86676492367655,"1","1","0","1","1","3","1",10,0,55,2.31253542384721,"351","0","2"
"23833",1047,10.4197483787921,"Ibudareign","Rvk",92,"1","0",27.6,4.18205014264121,"1","1","0","1","1","3","1",10,0,580,1.43508452528932,"20","0","2"
"23834",1021,10.52390273693,"Ibudareign","Kop",4,"1","1",104.3,4.4818719696436,"1","1","0","1","1","2","1",10,0,124,2.11625551480255,"320","0","2"
"23835",1048,10.2033328521137,"Ibudareign","Rvk",59,"1","0",47.6,4.63181211693451,"1","1","0","1","1","2","1",10,0,1,-0.356674943938732,"100","0","2"
"23836",1020,10.3469225918959,"Ibudareign","Kop",11,"1","1",217.1,4.6269316777696,"1","1","0","1","1","2","1",10,0,12,2.3887627892351,"351","0","2"
"23837",1020,10.5305483479682,"Ibudareign","Rvk",65,"1","0",46.1,4.76131886847802,"1","1","0","1","1","3","2",10,0,512,-1.8,"90","12","2"
"23838",1020,10.9052401281598,"Radhus","Kop",23,"1","0",51.7,4.8941014778403,"1","1","0","2","1","3","1",10,24.2,1,-1.8,"330","0","1"
"23839",1020,10.4390740792436,"Ibudareign","Rvk",29,"1","0",71.7,5.085124146087,"2","1","1","2","1","3","2",10,0,676,1.56861591791385,"120","107","2"
"23840",1018,9.96979014179019,"Ibudareign","Hfj",40,"1","0",138.4,4.31214050720972,"1","0","1","1","1","2","1",10,0,267,-1.8,"600","0","2"
"23841",1018,10.5182947416448,"Ibudareign","Rvk",60,"1","0",61.4,4.66343909411207,"1","1","0","1","1","3","1",10,0,445,2.9704144655697,"100","0","2"
"23842",1024,10.4474094037913,"Ibudareign","Kop",21,"1","0",56.1,4.62301010411642,"1","1","1","1","1","3","1",10,21.7,604,1.96009478404727,"330","0","2"
"23843",1017,9.94126491687016,"Ibudareign","Hfj",34,"1","0",78.6,4.06044301054642,"1","1","0","1","1","1","1",10,0,492,1.7227665977411,"680","0","2"
"23844",1017,10.2493795691094,"Ibudareign","Rvk",23,"1","0",332.3,4.40671924726425,"1","1","0","1","1","2","1",10,0,1,0.741937344729377,"130","0","2"
"23845",1018,10.1055708861187,"Ibudareign","Kop",55,"1","0",60.2,4.50865928560725,"1","1","0","1","1","1","1",10,0,483,-1.8,"300","0","2"
"23846",1024,10.2395668548259,"Ibudareign","Rvk",15,"1","0",115.2,4.54648118963941,"1","1","0","1","1","2","1",10,0,575,2.15176220325946,"180","0","2"
"23847",1024,10.2362027402796,"Ibudareign","Rvk",51,"1","0",39.4,4.60416968565451,"1","1","0","1","1","2","1",10,0,553,1.70474809223843,"91","0","2"
"23848",1018,11.151883858164,"Einbylishus","Rvk",44,"1","0",40.6,5.39997102027454,"2","1","1","2","1","5","2",10,38.3,1,-1.8,"280","0","1"
"23849",1027,10.6230332069506,"Ibudareign","Hfj",9,"1","1",168,4.67095792652609,"1","1","1","1","1","2","1",10,0,625,2.53369681395743,"600","18","2"
"23850",1027,10.8903485777796,"Radhus","Grb",38,"1","0",56.9,4.93447393313069,"1","1","1","1","1","4","1",10,30.4,1,-1.8,"500","0","1"
"23851",1049,10.4026858400611,"Ibudareign","Kop",50,"1","0",51.6,4.671893818031,"1","1","0","1","1","2","1",10,0,20,4.46590811865458,"320","0","2"
"23852",1025,10.3417424834673,"Ibudareign","Rvk",12,"1","1",160,4.7122292582815,"1","1","1","1","1","3","1",10,0,564,-1.8,"180","0","2"
"23853",1020,10.1059793161195,"Ibudareign","Rvk",11,"1","0",75.6,4.45550941143368,"1","0","1","1","1","2","1",10,0,553,-1.8,"160","0","2"
"23854",1021,9.97011763483389,"Ibudareign","Kop",8,"1","1",194.2,3.7864597824528,"1","0","1","1","1","1","1",10,0,389,2.09186406167839,"350","0","2"
"23855",1018,9.87101601238917,"Ibudareign","Kop",40,"1","1",79.6,4.00003388275086,"1","0","1","1","1","1","1",10,0,113,1.19392246847243,"320","0","2"
"23856",1056,10.4310817938774,"Ibudareign","Rvk",59,"1","0",66.5,4.39814601655377,"1","0","1","1","1","3","1",10,0,466,2.15176220325946,"90","0","2"
"23857",1018,10.7500851678089,"Einbylishus","Rvk",65,"1","0",46.6,4.65396035015752,"1","1","0","1","1","4","2",10,52.8,1,-1.8,"281","0","1"
"23858",1062,10.3386085455518,"Ibudareign","Rvk",2,"1","1",94.8,3.74004774068834,"1","0","1","1","1","0","1",10,0,399,1.7404661748405,"20","0","2"
"23859",1018,10.2320356185402,"Ibudareign","Rvk",90,"1","0",29,4.35799005684564,"1","1","0","1","1","3","1",10,0,246,-0.510825623765991,"20","0","2"
"23860",1014,10.2946170618769,"Ibudareign","Rvk",16,"1","0",149.2,4.49312068217947,"1","1","1","1","1","2","1",9.6,0,1,2.10413415427021,"110","0","2"
"23861",1020,10.3329621131046,"Ibudareign","Hfj",66,"1","0",35.1,4.30945594183905,"1","0","1","1","1","3","1",10,28,1,-1.8,"600","0","1"
"23862",1018,10.6557523375792,"Ibudareign","Rvk",13,"1","0",71,4.88431592741759,"1","1","1","1","1","4","1",10,23.3,451,1.6094379124341,"270","0","1"
"23863",1021,10.8948857568971,"Ibudareign","Rvk",68,"1","0",48.6,4.85359154448657,"1","1","0","1","1","3","1",10,38.2,553,2.46809953147162,"80","0","2"
"23864",1021,10.2072890068678,"Ibudareign","Rvk",100,"1","0",38.2,4.39321382406445,"1","1","1","1","1","2","1",10,0,1,-1.8,"20","0","2"
"23865",1024,10.0820520604524,"Ibudareign","Rvk",41,"1","1",120.7,4.52070102936164,"1","1","0","1","1","3","1",10,25,87,-1.8,"160","0","2"
"23866",1024,10.789690142093,"Ibudareign","Kop",3,"1","1",328,4.81624115606803,"1","0","1","1","1","3","1",10,0,12,2.41591377830105,"300","60","2"
"23867",1018,10.7846898217378,"Ibudareign","Rvk",64,"1","0",52.6,4.72561633906396,"1","1","0","1","1","3","1",10,0,369,2.18605127673809,"70","0","2"
"23868",1069,10.1441959350298,"Ibudareign","Hfj",72,"1","0",40.8,4.36818122785183,"2","1","0","1","1","2","1",10,0,1,2.17475172148416,"600","0","2"
"23869",1025,10.34743592246,"Ibudareign","Rvk",90,"1","0",53,4.17284762371004,"1","0","0","1","0","2","0",10,0,1,-1.8,"25","0","2"
"23870",1056,10.1601045639079,"Ibudareign","Rvk",40,"1","0",64.6,4.48863636973214,"1","1","0","1","1","3","1",10,21.7,681,-1.8,"160","0","2"
"23871",1027,10.3616083598701,"Ibudareign","Kop",39,"1","0",64,4.45667017766965,"1","0","1","1","1","3","1",10,0,670,-1.8,"320","15","2"
"23872",1039,10.2927555257417,"Ibudareign","Rvk",55,"1","0",55.7,4.56434819146784,"1","1","0","1","1","3","1",10,0,389,1.6094379124341,"85","0","2"
"23873",1034,9.92275081871697,"Ibudareign","Rvk",38,"1","0",86,4.31214050720972,"1","1","0","1","1","1","1",10,0,694,-1.8,"160","0","2"
"23874",1047,11.1666109516578,"Einbylishus","Rvk",70,"1","0",42,5.01063529409626,"1","1","1","2","2","3","2",10,0,1,4.03600898520914,"75","0","1"
"23875",1017,10.7625516329481,"Parhus","Rvk",62,"1","0",30.5,5.06449196688697,"3","0","2","2","1","6","2",10,0,154,-1.8,"281","0","1"
"23876",1014,10.3910854901828,"Ibudareign","Rvk",54,"1","0",161,4.65681341913993,"1","1","0","1","1","3","2",10,20.7,492,1.82454929205105,"91","0","2"
"23877",1024,10.6214249019033,"Radhus","Rvk",113,"1","0",28.7,4.4188406077966,"1","0","1","1","1","3","1",10,0,615,2.69462718077007,"11","0","1"
"23878",1061,10.1062651178975,"Ibudareign","Rvk",46,"1","0",45.6,4.46014441393783,"2","1","0","1","1","4","1",10,0,109,1.88706964903238,"170","0","2"
"23879",1013,10.8130758733506,"Radhus","Rvk",15,"1","0",35.7,5.03695260241363,"2","1","0","1","1","4","1",10,31.7,64,1.45861502269952,"180","0","1"
"23880",1018,10.9956792734013,"Radhus","Sel",50,"1","0",42.5,5.17161971350208,"2","0","1","1","1","5","1",10,34.1,1,-1.8,"400","0","1"
"23881",1014,10.4949341782697,"Ibudareign","Grb",10,"1","1",191.8,4.60616968632117,"1","0","1","1","1","2","1",10,0,265,1.93152141160321,"510","0","2"
"23882",1017,11.4612110292836,"Einbylishus","Rvk",55,"2","0",53,5.61677109766657,"1","2","2","2","2","5","2",10,20,585,-1.8,"100","16","1"
"23883",1108,10.0836400920452,"Ibudareign","Rvk",29,"1","1",145.5,4.07243972683405,"1","0","1","1","1","1","1",10,0,619,2.09186406167839,"25","0","2"
"23884",1013,10.2465806797515,"Ibudareign","Rvk",58,"1","1",154.8,4.54965747605783,"1","1","0","1","1","2","2",10,0,381,1.58923520511658,"100","0","2"
"23885",1035,10.2848648651152,"Ibudareign","Rvk",33,"1","1",241,4.18965474202643,"1","0","1","1","1","1","1",10,0,595,2.55722731136763,"85","0","2"
"23886",1020,9.76875543933509,"Ibudareign","Hfj",25,"1","0",67.6,4.19870457754634,"1","1","0","1","1","2","1",10,0,1,-1.8,"620","0","2"
"23887",1025,10.356631095961,"Ibudareign","Rvk",14,"1","0",117,4.65109911787649,"1","1","0","1","1","2","1",10,0,23,-1.8,"270","0","2"
"23888",1020,10.1445888932241,"Ibudareign","Rvk",68,"1","0",38,4.04830062372069,"1","0","1","1","1","2","1",10,0,1,1.82454929205105,"100","0","2"
"23889",1024,10.9044318840261,"Ibudareign","Kop",4,"1","1",162.4,4.97604384932664,"1","1","1","2","1","3","1",10,0,1,1.93152141160321,"300","104","2"
"23890",1024,10.5449729497722,"Ibudareign","Grb",14,"1","1",230.1,4.59915211366253,"1","1","1","1","1","3","1",10,0,600,2.10413415427021,"510","0","2"
"23891",1025,10.9150884642146,"Einbylishus","Hfj",49,"1","0",51,5.23909800688807,"2","1","1","1","1","5","2",10,40,1,-1.8,"600","0","1"
"23892",1038,10.5359554222842,"Radhus","Rvk",57,"1","0",28.2,4.91412439371541,"3","1","0","1","1","3","1",10,0,1,-1.8,"284","0","1"
"23893",1020,9.54895317309651,"Ibudareign","Rvk",44,"1","0",141.6,3.55534806148941,"1","0","1","1","1","0","1",10,0,1,2.41591377830105,"150","22","2"
"23894",1013,10.2400669262751,"Ibudareign","Mos",22,"1","0",46.9,4.54542018158232,"1","0","1","1","1","3","1",10,0,150,-1.8,"840","0","1"
"23895",1020,9.99405925072051,"Ibudareign","Rvk",93,"1","0",39,3.8458832029236,"1","0","1","1","1","1","1",10,0,1,-1.8,"20","0","2"
"23896",1038,10.1045899729735,"Ibudareign","Rvk",51,"1","0",68,4.54542018158232,"1","1","0","1","1","3","1",10,0,595,1.98787434815435,"200","0","2"
"23899",1013,10.1581297709097,"Ibudareign","Rvk",35,"1","1",95.5,4.08597631255158,"1","1","0","1","1","1","1",10,0,41,-1.8,"85","0","2"
"23900",1013,10.7864076262684,"Ibudareign","Rvk",10,"1","1",144.2,4.46590811865458,"1","1","1","1","1","1","1",10,0,610,2.10413415427021,"20","51","2"
"23901",1021,9.93600314421281,"Ibudareign","Rvk",71,"1","0",36,4.20319896713418,"1","1","0","1","1","2","2",10,38.4,1,1.77495235091167,"100","0","1"
